position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,pred_fp,lo_80_fp,hi_80_fp,lo_90_fp,hi_90_fp,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,p_start_recal_preoverride,p_boom_recal_preoverride,override_flag_type,override_confidence,override_reason
QB,00-0039851,Drake Maye,NE,PIT,2026_02_PIT_NE,2026,2,NA,NA,20,25,6.012723132624484,5.351730586135579,-7.9670049069612485,18.670466079232405,-11.471804001039422,22.175265173310578,NA,NA,NA,NA,NA,0.499,0.2905,0.35082301652422954,0.19452484124740516,platt_vol_vegas,platt,0.43582301652422956,0.2795248412474052,role_change_down,0.85,Loss of A.J. Brown (ankle) for at least a few games will severely reduce Maye's passing volume and target distribution in the short term.
QB,00-0036389,Jalen Hurts,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,4.991581926651405,3.1583317438344203,-10.160403749262407,16.477067236931248,-13.66520284334058,19.98186633100942,NA,NA,NA,NA,NA,0.3845,0.1905,0.3426146677099925,0.1808273463115386,platt_vol_vegas,platt,0.3426146677099925,0.1808273463115386,NA,NA,NA
QB,00-0039732,Bo Nix,DEN,JAX,2026_02_JAX_DEN,2026,2,NA,NA,20,25,3.146210361182506,2.1686951287186877,-11.150040364378139,15.487430621815516,-14.654839458456312,18.99222971589369,NA,NA,NA,NA,NA,0.345,0.1585,0.33548476892660983,0.14963205249661962,platt_vol_vegas,platt,0.33548476892660983,0.14963205249661962,NA,NA,NA
QB,00-0034855,Baker Mayfield,TB,CLE,2026_02_CLE_TB,2026,2,NA,NA,20,25,3.257483794775086,2.962623762691726,-10.356111730405102,16.281359255788555,-13.860910824483275,19.786158349866728,NA,NA,NA,NA,NA,0.371,0.1825,0.3340062133742678,0.17300867587814164,platt_vol_vegas,platt,0.3340062133742678,0.17300867587814164,NA,NA,NA
QB,00-0036264,Jordan Love,GB,NYJ,2026_02_GB_NYJ,2026,2,NA,NA,20,25,1.9183463536721417,5.981566172930827,-7.337169320166001,19.300301666027654,-10.841968414244175,22.805100760105827,NA,NA,NA,NA,NA,0.4175,0.2295,0.33120157546999734,0.21911751930251663,platt_vol_vegas,platt,0.33120157546999734,0.21911751930251663,NA,NA,NA
QB,00-0039150,Bryce Young,CAR,ATL,2026_02_CAR_ATL,2026,2,NA,NA,20,25,2.3932030761257006,1.2465267579296357,-12.072208735167191,14.565262251026464,-15.577007829245364,18.070061345104637,NA,NA,NA,NA,NA,0.3115,0.1445,0.2709151316022473,0.13605412991116292,platt_vol_vegas,platt,0.2709151316022473,0.13605412991116292,NA,NA,NA
QB,00-0035710,Daniel Jones,IND,KC,2026_02_IND_KC,2026,2,NA,NA,20,25,2.483776435696259,1.6134488423214437,-11.705286650775385,14.93218433541827,-15.210085744853558,18.436983429496443,NA,NA,NA,NA,NA,0.2745,0.1325,0.24836002080432604,0.12445272381297297,platt_vol_vegas,platt,0.24836002080432604,0.12445272381297297,NA,NA,NA
QB,00-0036442,Joe Burrow,CIN,HOU,2026_02_CIN_HOU,2026,2,Questionable,Full Participation in Practice,20,25,2.1778385252936054,1.656867851560287,-11.66186764153654,14.975603344657115,-15.166666735614713,18.480402438735286,NA,NA,NA,NA,NA,0.283,0.125,0.247356811029837,0.11722003472789139,platt_vol_vegas,platt,0.247356811029837,0.11722003472789139,NA,NA,NA
QB,00-0036971,Trevor Lawrence,JAX,DEN,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.819401406525959,0.706683526683278,-12.61205196641355,14.025419019780106,-16.116851060491722,17.53021811385828,NA,NA,NA,NA,NA,0.258,0.1135,0.2455389587219318,0.10615857221356458,platt_vol_vegas,platt,0.2455389587219318,0.10615857221356458,NA,NA,NA
QB,00-0040743,Tyler Shough,NO,BAL,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.9428247188459618,-0.3006435095286333,-13.619379002625461,13.018091983568194,-17.124178096703634,16.522891077646367,NA,NA,NA,NA,NA,0.2765,0.13,0.23165203905942253,0.12204023518569282,platt_vol_vegas,platt,0.23165203905942253,0.12204023518569282,NA,NA,NA
QB,00-0030565,Geno Smith,NYJ,GB,2026_02_GB_NYJ,2026,2,NA,NA,20,25,2.628860120214959,1.4923605057856977,-11.82637498731113,14.811095998882525,-15.331174081389303,18.315895092960698,NA,NA,NA,NA,NA,0.2655,0.1165,0.23086618746355106,0.10904072809503039,platt_vol_vegas,platt,0.23086618746355106,0.10904072809503039,NA,NA,NA
QB,00-0039917,Michael Penix Jr.,ATL,CAR,2026_02_CAR_ATL,2026,2,Out,Full Participation in Practice,20,25,1.8893937076166403,1.9155922320298866,-11.40314326106694,15.234327725126715,-14.907942355145114,18.739126819204888,NA,NA,NA,NA,NA,0.2465,0.103,0.20291368026199924,0.09609100207602975,platt_vol_vegas,platt,0.20291368026199924,0.09609100207602975,NA,NA,NA
QB,00-0035228,Kyler Murray,MIN,CHI,2026_02_MIN_CHI,2026,2,Out,Limited Participation in Practice,20,25,2.3473472306042122,-1.733784928256854,-15.052520421353682,11.584950564839973,-18.557319515431853,15.089749658918146,NA,NA,NA,NA,NA,0.1545,0.0555,0.20156540824276245,0.050997888104340076,platt_vol_vegas,platt,0.20156540824276245,0.050997888104340076,NA,NA,NA
QB,00-0033537,Deshaun Watson,CLE,TB,2026_02_CLE_TB,2026,2,NA,NA,20,25,5.533022493878111,-2.950999961803951,-16.26973545490078,10.367735531292876,-19.774534548978952,13.872534625371049,NA,NA,NA,NA,NA,0.206,0.0845,0.2010601316038727,0.07843394701185516,platt_vol_vegas,platt,0.2010601316038727,0.07843394701185516,NA,NA,NA
QB,00-0033119,Jacoby Brissett,ARI,SEA,2026_02_SEA_ARI,2026,2,NA,NA,20,25,2.921383343182729,-0.8333502534496456,-14.152085746546474,12.485385239647181,-17.656884840624645,15.990184333725354,NA,NA,NA,NA,NA,0.2575,0.114,0.19778703838732323,0.106638759217984,platt_vol_vegas,platt,0.19778703838732323,0.106638759217984,NA,NA,NA
QB,00-0038128,Malik Willis,MIA,SF,2026_02_MIA_SF,2026,2,NA,Full Participation in Practice,20,25,5.517126656578599,-5.669922646961979,-18.988658140058806,7.648812846134849,-22.49345723413698,11.153611940213022,NA,NA,NA,NA,NA,0.1635,0.057,0.18888705107587886,0.05240860768770103,platt_vol_vegas,platt,0.18888705107587886,0.05240860768770103,NA,NA,NA
QB,00-0036825,Feleipe Franks,CAR,ATL,2026_02_CAR_ATL,2026,2,NA,NA,20,25,2.255038874784251,-4.450920455019703,-17.76965594811653,8.867815038077126,-21.274455042194703,12.372614132155299,NA,NA,NA,NA,NA,0.102,0.027,0.1590091844343008,0.024420280355990476,platt_vol_vegas,platt,0.1590091844343008,0.024420280355990476,NA,NA,NA
QB,00-0029604,Kirk Cousins,LV,LAC,2026_02_LV_LAC,2026,2,NA,NA,20,25,1.3214894951135505,-1.9607071011881754,-15.279442594285003,11.358028391908652,-18.784241688363174,14.862827485986825,NA,NA,NA,NA,NA,0.157,0.0545,0.14143484409903062,0.050057977088314234,platt_vol_vegas,platt,0.14143484409903062,0.050057977088314234,NA,NA,NA
QB,00-0023459,Aaron Rodgers,PIT,NE,2026_02_PIT_NE,2026,2,NA,NA,20,25,1.1230874302221314,-1.3113813572737243,-14.630116850370552,12.007354135823103,-18.134915944448725,15.512153229901276,NA,NA,NA,NA,NA,0.193,0.074,0.14139470822704184,0.06846301605117991,platt_vol_vegas,platt,0.14139470822704184,0.06846301605117991,NA,NA,NA
QB,00-0040676,Cam Ward,TEN,PHI,2026_02_PHI_TEN,2026,2,NA,NA,20,25,3.215376614891152,-4.9236111108987295,-18.242346603995557,8.395124382198098,-21.74714569807373,11.899923476276271,NA,NA,NA,NA,NA,0.1665,0.057,0.13495728335317939,0.05240860768770103,platt_vol_vegas,platt,0.13495728335317939,0.05240860768770103,NA,NA,NA
QB,00-0034869,Sam Darnold,SEA,ARI,2026_02_SEA_ARI,2026,2,Out,Did Not Participate In Practice,20,25,1.6871919245474136,0.361728705525205,-12.957006787571622,13.680464198622033,-16.461805881649795,17.185263292700206,NA,NA,NA,NA,NA,0.1875,0.067,0.11132867766841309,0,platt_vol_vegas,platt,0.1863286776684131,0.061838262088221,role_change_down,0.75,"Starting QB Sam Darnold (hip) left mid-game with injury; Drew Lock took over and performed well, creating uncertainty about Darnold's near-term snap share and starting role."
QB,00-0032950,Carson Wentz,MIN,CHI,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.3473472306042122,0.7873753830518998,-12.531360110044927,14.106110876148728,-16.036159204123102,17.6109099702269,NA,NA,NA,NA,NA,0.224,0.089,0.10632867766841309,0,platt_vol_vegas,platt,0.23911859844859457,0.08271883789802945,NA,NA,NA
QB,00-0033662,Cooper Rush,ATL,CAR,2026_02_CAR_ATL,2026,2,NA,Full Participation in Practice,20,25,1.7374745944574914,-0.9625223242274195,-14.281257817324247,12.356213168869408,-17.78605691140242,15.86101226294758,NA,NA,NA,NA,NA,0.185,0.071,0.10632867766841309,0,platt_vol_vegas,platt,0.17390655284469625,0.06562153369995459,role_change_up,0.85,"Tua's doubtful status confirms Cooper Rush will start again, securing his role as the primary QB for Week 2."
QB,00-0035704,Drew Lock,SEA,ARI,2026_02_SEA_ARI,2026,2,NA,NA,20,25,1.8550960523729767,1.4171312208377842,-11.901604272259043,14.735866713934612,-15.406403366337216,18.240665808012785,NA,NA,NA,NA,NA,0.248,0.1035,0.10632867766841309,0,platt_vol_vegas,platt,0.21644487946853963,0.09656968664145435,role_change_up,0.85,Darnold's 4-week absence elevates Drew Lock to starting QB role with immediate opportunity increase.
QB,00-0038102,Kenny Pickett,CAR,ATL,2026_02_CAR_ATL,2026,2,NA,NA,20,25,1.1745358552062046,-3.5502402141734746,-16.8689757072703,9.768495278923353,-20.373774801348475,13.273294373001526,NA,NA,NA,NA,NA,0.083,0.02,0.10632867766841309,0,platt_vol_vegas,platt,0.1323126001892895,0.017977228883596808,NA,NA,NA
QB,00-0039107,Stetson Bennett,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,20,25,1.8816928816750949,0.6540438601165345,-12.664691632980293,13.972779353213362,-16.169490727058466,17.477578447291535,NA,NA,NA,NA,NA,0.2325,0.097,0.10632867766841309,0,platt_vol_vegas,platt,0.3195702624546225,0.09035263400746715,role_change_up,0.85,"Bennett elevated to primary backup QB role, displacing Simpson and increasing his opportunity in case of starter injury."
QB,00-0026158,Joe Flacco,CIN,HOU,2026_02_CIN_HOU,2026,2,NA,NA,20,25,1.5161619638901633,-4.224865117125102,-17.54360061022193,9.093870375971726,-21.048399704300103,12.598669470049899,NA,NA,NA,NA,NA,0.1365,0.0505,0.10632867766841309,0,platt_vol_vegas,platt,0.1657348005472946,0.046303017478934214,NA,NA,NA
QB,00-0026300,Josh Johnson,CIN,HOU,2026_02_CIN_HOU,2026,2,NA,NA,20,25,2.473572814439503,-4.72188395483973,-18.040619447936557,8.596851538257098,-21.54541854201473,12.101650632335271,NA,NA,NA,NA,NA,0.1145,0.036,0.10632867766841309,0,platt_vol_vegas,platt,0.1654485674485684,0.03276078089977872,NA,NA,NA
QB,00-0027973,Andy Dalton,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,2.5454738384103175,-2.6879651613501463,-16.006700654446973,10.630770331746682,-19.511499748525146,14.135569425824855,NA,NA,NA,NA,NA,0.1395,0.0455,0.10632867766841309,0,platt_vol_vegas,platt,0.17676323234166302,0.04162037598801674,NA,NA,NA
QB,00-0028118,Tyrod Taylor,GB,NYJ,2026_02_GB_NYJ,2026,2,NA,NA,20,25,2.7709671297930245,2.937301494468792,-10.381433998628037,16.25603698756562,-13.88623309270621,19.76083608164379,NA,NA,NA,NA,NA,0.2955,0.1345,0.10632867766841309,0,platt_vol_vegas,platt,0.29410249406807526,0.12638384285731694,NA,NA,NA
QB,00-0028986,Case Keenum,CHI,MIN,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.4099323279834954,-1.2903417661707186,-14.609077259267547,12.028393726926108,-18.11387635334572,15.533192821004281,NA,NA,NA,NA,NA,0.179,0.072,0.10632867766841309,0,platt_vol_vegas,platt,0.2741216658022026,0.0665683171121076,NA,NA,NA
QB,00-0031503,Jameis Winston,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,20,25,2.501996171216178,-2.9967672431479655,-16.31550273624479,10.321968249948862,-19.820301830322965,13.826767344027035,NA,NA,NA,NA,NA,0.1495,0.0425,0.10632867766841309,0,platt_vol_vegas,platt,0.19142779992683687,0.038817064304422305,NA,NA,NA
QB,00-0032268,Marcus Mariota,WAS,DAL,2026_02_WAS_DAL,2026,2,NA,NA,20,25,2.9189386816920995,3.014337580422471,-10.304397912674357,16.333073073519298,-13.80919700675253,19.83787216759747,NA,NA,NA,NA,NA,0.294,0.1345,0.10632867766841309,0,platt_vol_vegas,platt,0.332759902209007,0.12638384285731694,NA,NA,NA
QB,00-0033319,Nick Mullens,JAX,DEN,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.3359748020560875,-5.854588590098296,-19.173324083195123,7.4641469029985315,-22.678123177273296,10.968945997076705,NA,NA,NA,NA,NA,0.113,0.04,0.10632867766841309,0,platt_vol_vegas,platt,0.1609650893081961,0.03648478341234495,NA,NA,NA
QB,00-0035264,Jarrett Stidham,DEN,JAX,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.4814806469633335,-3.5660740953179104,-16.88480958841474,9.752661397778917,-20.389608682492913,13.25746049185709,NA,NA,NA,NA,NA,0.159,0.059,0.10632867766841309,0,platt_vol_vegas,platt,0.22449443396383834,0.05429112913080006,NA,NA,NA
QB,00-0035289,Gardner Minshew,ARI,SEA,2026_02_SEA_ARI,2026,2,NA,NA,20,25,2.388995569889237,-4.975800738723985,-18.294536231820814,8.342934754372843,-21.799335325898987,11.847733848451016,NA,NA,NA,NA,NA,0.09,0.025,0.10632867766841309,0,platt_vol_vegas,platt,0.11369506937897153,0.02257503433461274,NA,NA,NA
QB,00-0035993,Tyler Huntley,BAL,NO,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.3429971346856906,0.24908255316287495,-13.069652939933952,13.567818046259703,-16.574452034012126,17.072617140337876,NA,NA,NA,NA,NA,0.2255,0.091,0.10632867766841309,0,platt_vol_vegas,platt,0.31023828497686823,0.08462537318270287,NA,NA,NA
QB,00-0036212,Tua Tagovailoa,ATL,CAR,2026_02_CAR_ATL,2026,2,Doubtful,Did Not Participate In Practice,20,25,1.5292074240812157,1.632657441144177,-11.68607805195265,14.951392934241005,-15.190877146030823,18.456192028319176,NA,NA,NA,NA,NA,0.215,0.079,0.10632867766841309,0,platt_vol_vegas,platt,0.18411382892669087,0.07320620366646062,NA,NA,NA
QB,00-0036879,Sam Ehlinger,DEN,JAX,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.4166144866217283,-3.098380454246749,-16.417115947343575,10.220355038850078,-19.921915041421748,13.725154132928251,NA,NA,NA,NA,NA,0.162,0.05,0.10632867766841309,0,platt_vol_vegas,platt,0.22524144250955452,0.04583418817633102,NA,NA,NA
QB,00-0036898,Davis Mills,HOU,CIN,2026_02_CIN_HOU,2026,2,NA,NA,20,25,1.9220385172917662,2.560958300468619,-10.757777192628208,15.879693793565448,-14.26257628670638,19.38449288764362,NA,NA,NA,NA,NA,0.274,0.1165,0.10632867766841309,0,platt_vol_vegas,platt,0.27169225352240856,0.10904072809503039,NA,NA,NA
QB,00-0036945,Justin Fields,KC,IND,2026_02_IND_KC,2026,2,NA,NA,20,25,6.165679345259531,0.7941100310540011,-12.524625462042826,14.11284552415083,-16.029424556121,17.617644618229,NA,NA,NA,NA,NA,0.343,0.1525,0.10632867766841309,0,platt_vol_vegas,platt,0.4477645507915784,0.14380744793723446,NA,NA,NA
QB,00-0036972,Mac Jones,SF,MIA,2026_02_MIA_SF,2026,2,NA,NA,20,25,2.7557575500137474,7.030528659850279,-6.288206833246549,20.349264152947107,-9.793005927324721,23.85406324702528,NA,NA,NA,NA,NA,0.4265,0.2355,0.10632867766841309,0,platt_vol_vegas,platt,0.4618696006600005,0.2250325091401514,NA,NA,NA
QB,00-0037012,Trey Lance,LAC,LV,2026_02_LV_LAC,2026,2,NA,NA,20,25,2.5874108325949945,0.5164949820586658,-12.802240511038162,13.835230475155493,-16.307039605116334,17.340029569233668,NA,NA,NA,NA,NA,0.205,0.0755,0.10632867766841309,0,platt_vol_vegas,platt,0.26158587046844634,0.06988501674435874,NA,NA,NA
QB,00-0037013,Zach Wilson,NO,BAL,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.5969550284698553,-3.882284522550874,-17.2010200156477,9.436450970545954,-20.705819109725873,12.941250064624127,NA,NA,NA,NA,NA,0.15,0.0515,0.10632867766841309,0,platt_vol_vegas,platt,0.16753914407535092,0.047241041659073855,NA,NA,NA
QB,00-0037077,Sam Howell,DAL,WAS,2026_02_WAS_DAL,2026,2,NA,NA,20,25,2.4356319914886027,2.826695907773201,-10.492039585323626,16.145431400870027,-13.9968386794018,19.6502304949482,NA,NA,NA,NA,NA,0.3115,0.145,0.10632867766841309,0,platt_vol_vegas,platt,0.38677373479410576,0.13653827441728247,NA,NA,NA
QB,00-0038400,Tanner McKee,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,2.446437182232957,-2.3614706467191695,-15.680206139815997,10.957264846377658,-19.18500523389417,14.462063940455831,NA,NA,NA,NA,NA,0.1325,0.047,0.10632867766841309,0,platt_vol_vegas,platt,0.17126115746090895,0.043023829285824024,NA,NA,NA
QB,00-0038416,Tyson Bagent,CHI,MIN,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.4099323279834954,-1.2903417661707186,-14.609077259267547,12.028393726926108,-18.11387635334572,15.533192821004281,NA,NA,NA,NA,NA,0.1685,0.059,0.10632867766841309,0,platt_vol_vegas,platt,0.2672040568615513,0.05429112913080006,NA,NA,NA
QB,00-0038476,Tommy DeVito,NE,PIT,2026_02_PIT_NE,2026,2,NA,NA,20,25,2.4121588015600532,-2.438345596769082,-15.75708108986591,10.880389896327745,-19.261880183944083,14.385188990405918,NA,NA,NA,NA,NA,0.1315,0.0425,0.10632867766841309,0,platt_vol_vegas,platt,0.18025361638324705,0.038817064304422305,NA,NA,NA
QB,00-0038579,Aidan O'Connell,LV,LAC,2026_02_LV_LAC,2026,2,Questionable,Did Not Participate In Practice,20,25,2.4378190482664626,-5.576278758148563,-18.895014251245392,7.742456734948265,-22.399813345323565,11.247255829026438,NA,NA,NA,NA,NA,0.094,0.0285,0.10632867766841309,0,platt_vol_vegas,platt,0.12197454711816504,0.025806307004070037,NA,NA,NA
QB,00-0039164,Anthony Richardson,IND,KC,2026_02_IND_KC,2026,2,NA,Full Participation in Practice,20,25,2.590004285902111,-2.9256311804505564,-16.244366673547383,10.39310431264627,-19.749165767625556,13.897903406724444,NA,NA,NA,NA,NA,0.131,0.0485,0.10632867766841309,0,platt_vol_vegas,platt,0.17686383064717354,0.04442844228768633,NA,NA,NA
QB,00-0039376,Spencer Rattler,NO,BAL,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.9049817490462684,-3.518430169072501,-16.83716566216933,9.800305324024327,-20.341964756247503,13.3051044181025,NA,NA,NA,NA,NA,0.1785,0.0605,0.10632867766841309,0,platt_vol_vegas,platt,0.1864553676608205,0.05570416760615402,NA,NA,NA
QB,00-0039923,J.J. McCarthy,MIN,CHI,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.705628283963883,-2.327399023637898,-15.646134516734726,10.991336469458929,-19.1509336108129,14.496135563537102,NA,NA,NA,NA,NA,0.1845,0.0715,0.10632867766841309,0,platt_vol_vegas,platt,0.2246118934086249,0.06609487785175677,NA,NA,NA
QB,00-0040203,Will Howard,PIT,NE,2026_02_PIT_NE,2026,2,NA,NA,20,25,2.3731514580933872,-4.038632055242035,-17.357367548338864,9.280103437854793,-20.862166642417037,12.784902531932966,NA,NA,NA,NA,NA,0.1345,0.0405,0.10632867766841309,0,platt_vol_vegas,platt,0.13155121914593254,0.03695095393465202,NA,NA,NA
QB,00-0040206,Riley Leonard,IND,KC,2026_02_IND_KC,2026,2,NA,NA,20,25,2.3816394306611124,-3.1782758942364064,-16.497011387333234,10.14045959886042,-20.001810481411407,13.645258692938594,NA,NA,NA,NA,NA,0.1425,0.0475,0.10632867766841309,0,platt_vol_vegas,platt,0.18070962952336814,0.04349190612099697,NA,NA,NA
QB,00-0040234,Quinn Ewers,JAX,DEN,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.4045369356548516,-3.910104233519766,-17.228839726616595,9.408631259577062,-20.733638820694768,12.913430353655235,NA,NA,NA,NA,NA,0.1535,0.0475,0.10632867766841309,0,platt_vol_vegas,platt,0.18615286372948275,0.04349190612099697,NA,NA,NA
QB,00-0040589,Kurtis Rourke,SF,MIA,2026_02_MIA_SF,2026,2,NA,NA,20,25,2.435038880337503,3.459781335453853,-9.858954157642975,16.778516828550682,-13.363753251721148,20.283315922628855,NA,NA,NA,NA,NA,0.3255,0.148,0.10632867766841309,0,platt_vol_vegas,platt,0.4033509863971243,0.13944437573275528,NA,NA,NA
QB,00-0040668,Shedeur Sanders,CLE,TB,2026_02_CLE_TB,2026,2,NA,NA,20,25,2.3715158511258947,-3.832210172873292,-17.15094566597012,9.486525320223535,-20.655744760048293,12.991324414301708,NA,NA,NA,NA,NA,0.1575,0.0475,0.10632867766841309,0,platt_vol_vegas,platt,0.13615129532897968,0.04349190612099697,NA,NA,NA
QB,00-0040673,Jalen Milroe,SEA,ARI,2026_02_SEA_ARI,2026,2,NA,NA,20,25,2.46883015828233,-0.2663371875421302,-13.585072680638957,13.052398305554698,-17.089871774717132,16.55719739963287,NA,NA,NA,NA,NA,0.22,0.092,0.10632867766841309,0,platt_vol_vegas,platt,0.21399007528896388,0.0855791251383503,NA,NA,NA
QB,00-0040891,Cole Payton,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,2.5113033425745623,-2.8088691951535174,-16.127604688250344,10.50986629794331,-19.632403782328517,14.014665392021483,NA,NA,NA,NA,NA,0.149,0.045,0.10632867766841309,0,platt_vol_vegas,platt,0.18169330582178542,0.04115282080697391,NA,NA,NA
QB,00-0040906,Garrett Nussmeier,KC,IND,2026_02_IND_KC,2026,2,NA,NA,20,25,2.3492383484427815,0.33598596113307555,-12.982749531963751,13.654721454229904,-16.487548626041924,17.159520548308077,NA,NA,NA,NA,NA,0.2295,0.1025,0.10632867766841309,0,platt_vol_vegas,platt,0.29861606140663993,0.09561239155966085,NA,NA,NA
QB,00-0040981,Joe Fagnano,BAL,NO,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.3429971346856906,0.24908255316287495,-13.069652939933952,13.567818046259703,-16.574452034012126,17.072617140337876,NA,NA,NA,NA,NA,0.2315,0.1,0.10632867766841309,0,platt_vol_vegas,platt,0.3137380050726247,0.09322045827467096,NA,NA,NA
QB,00-0041056,Cade Klubnik,NYJ,GB,2026_02_GB_NYJ,2026,2,NA,NA,20,25,2.521620382258412,-1.285421458189654,-14.604156951286482,12.033314034907173,-18.108956045364653,15.538113128985346,NA,NA,NA,NA,NA,0.164,0.06,0.10632867766841309,0,platt_vol_vegas,platt,0.1814216298445846,0.055233046833983585,NA,NA,NA
